Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
408,1,0.899699986,"process, loan, read, closing, made, team, experience, time, great, questions","['lending_tree', 'matching', 'companies', 'dont', 'offer', 'product', 'requested']"
409,1,0.549799979,"process, loan, read, closing, made, team, experience, time, great, questions","['arbor', 'mortgage', 'failed', 'ways', 'list', 'government', 'shut', 'help', 'situation', 'never', 'situation', 'first', 'place', 'company', 'increase', 'communication', 'dedication', 'costumer', 'may', 'recommend', 'chance']"
410,1,0.960799992,"process, loan, read, closing, made, team, experience, time, great, questions","['contacted', 'via_email', 'jody', 'martin', 'twice', 'answered', 'questions', 'never_heard', 'thats', 'call', 'good', 'customer_service', 'unable', 'approve', 'mortgage', 'thats', 'fine', 'least', 'let_know']"
411,3,0.990100026,"process, time, read, loan, home, great, always, company, questions, nasb","['aweful', 'experience', 'terms', 'service', 'followup', 'overall', 'experience', 'recommend', 'anyone', 'least', 'louisville', 'office', 'loan', 'submitted', 'may', 'told', 'loan', 'mgr', 'daniel', 'dunlop', 'expect', 'closing', 'days', 'august', 'still', 'havent', 'closed', 'worse', 'part', 'takes', 'average', 'days', 'anyone', 'followup', 'phone_call', 'loan', 'mgr', 'daniel', 'dunlop', 'stopped', 'working', 'said', 'wasnt', 'making', 'enough', 'money', 'loan', 'pulled', 'weeks', 'hearing', 'anyone', 'find', 'going', 'loan', 'finally', 'called', 'corporate', 'office', 'chicago', 'one', 'calling', 'back', 'freddy', 'western', 'branch', 'manager', 'call', 'followup', 'worse', 'daniels', 'may', 'advertise', 'low', 'apr', 'comes', 'big', 'price', 'worth', 'read']"
412,2,0.9296,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['able', 'provide', 'viable', 'product', 'needs', 'rude', 'confused', 'upset', 'inability', 'help']"
413,0,0.968200028,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['called', 'seconds', 'submitting', 'lending_tree', 'form', 'asked', 'could', 'run', 'numbers', 'later', 'found', 'pulling', 'credit', 'score', 'without', 'permission', 'didnt', 'ask', 'specifics', 'emailed', 'preapproval', 'letter', 'horrible', 'rate']"
414,3,0.979900002,"process, time, read, loan, home, great, always, company, questions, nasb","['spoke', 'lender', 'quite', 'time', 'gave', 'information', 'needed', 'even', 'pulled', 'credit', 'thanks', 'negative', 'ding', 'credit', 'score', 'said', 'sending', 'information', 'continue', 'refinance', 'nothing', 'ever', 'sent', 'called', 'back', 'told', 'someone_else', 'sends', 'information', 'send', 'next', 'day', 'nothingpoor', 'poor', 'poor', 'customer_service', 'waste', 'time', 'read']"
415,0,0.9824,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['positive', 'completed', 'mortgage', 'refinance', 'reducing', 'apr', 'however', 'rate', 'available', 'several', 'competitors', 'several', 'offered', 'lower', 'fees', 'also', 'refinancing', 'reinstate', 'certificate', 'eligibility', 'toward', 'purchase', 'home', 'since', 'rate', 'available', 'elsewhere', 'hired', 'based', 'brokers', 'claim', 'transaction', 'could', 'completed', 'within', 'weeks', 'less', 'formally', 'began', 'process', 'guaranteed_rate', 'july', 'based', 'broker', 'feedback', 'transaction', 'underwriting', 'july', 'planned', 'closing_date', 'new_home', 'purchase', 'month', 'later', 'alerted', 'refinance', 'didnt', 'close', 'full', 'month', 'later', 'aug', 'loan', 'funded', 'aug', 'came', 'within', 'days', 'missing', 'ratelock', 'date', 'newhome', 'purchase', 'mortgage_broker', 'horrible', 'mentioned', 'parallel', 'effort', 'going', 'process', 'obtaining', 'home_purchase', 'mortgage', 'another', 'company', 'great', 'basis', 'comparison', 'received', 'information', 'guaranteed_rate', 'without', 'ask', 'receive', 'information', 'minimal', 'typically', 'yes', 'answer', 'followup', 'additional', 'questions', 'get', 'clarification', 'details', 'dont', 'living', 'thats', 'hired', 'definitely', 'receive', 'moneys', 'worthif', 'believe', 'broker', 'loan', 'package', 'spent', 'weeks', 'underwriting', 'btw', 'credit', 'scores', 'issue', 'asked', 'broker', 'never', 'offered', 'rationale', 'delaywhen', 'asked', 'sent', 'review', 'two', 'weeks', 'ago', 'surprise', 'havent', 'heard', 'word', 'back', 'apologizing', 'complete', 'lack', 'customer', 'servicetrust', 'better', 'guys', 'read']"
416,0,0.953400016,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['tried', 'emailing', 'lender', 'got', 'sent', 'back', 'tried', 'calling', 'lender', 'got', 'busy', 'signal', 'couldnt', 'get', 'hold', 'anyone']"
417,1,0.920000017,"process, loan, read, closing, made, team, experience, time, great, questions","['called', 'asked', 'city', 'looking', 'told', 'might', 'consider', 'well', 'hung']"
418,0,0.637700021,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['recommend', 'mortgage_company', 'prompt', 'answer', 'soon', 'got', 'appraisal', 'find', 'wasnt', 'able', 'refinance', 'didnt', 'return', 'calls', 'fact', 'call', 'find', 'appraisal', 'reportbad', 'service']"
419,3,0.99180001,"process, time, read, loan, home, great, always, company, questions, nasb","['new_home', 'buying', 'make', 'huge', 'decision', 'like', 'ask', 'lots', 'questions', 'including', 'questions', 'mortgages', 'work', 'want', 'make_sure', 'informed', 'enough', 'least', 'shot', 'making', 'intelligent', 'decisioni', 'asked', 'similar', 'questions', 'several', 'lenders', 'contacted', 'site', 'polite', 'happy', 'answer', 'questions', 'aaron', 'however', 'seemed', 'attitude', 'moment', 'picked', 'phone', 'appeared', 'become', 'annoyed', 'asked', 'questionshis', 'general', 'tone', 'one', 'rudeness', 'condescension', 'conversation', 'ended', 'aaron', 'cut', 'middle', 'question', 'said', 'well', 'let', 'ask', 'didnt', 'understand', 'said', 'point', 'informed', 'conversation', 'business', 'companyim', 'sure', 'aaron', 'guaranteed_rate', 'inc', 'think', 'acceptable', 'treat', 'people', 'way', 'expectations', 'similar', 'mine', 'may', 'disappointed', 'serviceon', 'bright', 'side', 'arent', 'game', 'town', 'plenty', 'companies', 'business', 'treat', 'better', 'aaron', 'read']"
420,0,0.592700005,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['preapproved', 'guaranteed_rate', 'information', 'including', 'extensive', 'application', 'full', 'access', 'credit', 'information', 'course', 'stopped', 'dealing', 'lenders', 'made', 'offers', 'entered', 'monthslong', 'process', 'responding', 'multiple', 'requests', 'documentation', 'everything', 'clearly', 'spelled', 'application', 'needed', 'corroboration', 'whenever', 'sent', 'something', 'call', 'days', 'later', 'say', 'underwriting', 'required', 'something', 'else', 'account', 'new', 'govt', 'regulations', 'note', 'looking', 'consolidate', 'mortgages', 'home', 'total', 'asking', 'less', 'homes', 'valuefinally', 'received', 'call', 'loan', 'contact', 'saying', 'credit_card', 'balance', 'high', 'couldnt', 'give', 'loan', 'unless', 'paid', 'first', 'information', 'along', 'preapproved', 'fact', 'primary', 'reason', 'refinancing', 'get', 'monthly', 'mortgage', 'payments', 'lower', 'pay', 'credit_card', 'balance', 'basically', 'said', 'response', 'acceptable', 'eventually', 'got_done', 'however', 'never', 'recommend', 'themthe', 'thing', 'give', 'high', 'points', 'responsiveness', 'least', 'agreed', 'got', 'back', 'quicker', 'anyone', 'didnt', 'lenders', 'offering', 'similar', 'rates', 'werent', 'getting', 'back', 'fast', 'gauranteed', 'rate', 'went', 'however', 'process', 'dragged', 'months', 'almost', 'werent', 'going', 'give', 'loan', 'buyers', 'beware', 'read']"
421,0,0.971599996,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['worked', 'kory', 'carla', 'nasb', 'superb', 'team', 'provided', 'excellent', 'responsive', 'knowledgeable', 'service', 'throughout', 'entire_process', 'complicated', 'process', 'refinance', 'loan', 'hung', 'entire', 'time', 'great', 'experience_working', 'highly_recommend', 'future', 'mortgage', 'needs', 'read']"
422,2,0.976199985,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['kory', 'far', 'best', 'loan_officer', 'ever', 'worked', 'dealing', 'complicated', 'refinance', 'purchase', 'two', 'different', 'properties', 'cool', 'calm', 'professional', 'extremely', 'knowledgeable', 'throughout', 'entire_process', 'wouldnt', 'anyone_else', 'moving', 'forward', 'level', 'integrity', 'responsiveness', 'second_none', 'thanks', 'everything', 'kory', 'read']"
423,2,0.991100013,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['expert', 'loan_officer', 'well', 'versed', 'financial', 'impacts', 'loan', 'component', 'changes', 'best', 'worked', 'across', 'home', 'buyingselling', 'deals', 'advocated', 'real', 'estate', 'broker', 'state', 'due', 'ability', 'close', 'complicated', 'high', 'pressure', 'deals', 'places', 'top', 'list', 'years', 'business', 'professionally', 'patiently', 'answers', 'detailed', 'questions', 'rally', 'expanded', 'nasb_team', 'also', 'stellar', 'support', 'needs', 'handled', 'complicated', 'loan', 'seemed', 'change', 'every', 'week', 'tried', 'buy', 'antebellum_home', 'tough', 'comps', 'retirement', 'military', 'tough', 'income', 'verification', 'five', 'families', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'way', 'mattered', 'aaron', 'nasb_team', 'got_done', 'even', 'weekends', 'closed_time', 'best', 'interest_rate', 'market', 'added', 'origination', 'fees', 'look', 'pass', 'opportunity', 'work', 'read']"
424,3,0.980599999,"process, time, read, loan, home, great, always, company, questions, nasb","['nasb_team', 'went', 'beyond', 'family', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'challenging', 'antebellum_home', 'required', 'entire', 'nasb_team', 'pull', 'stops', 'know', 'rules', 'regulations', 'guide', 'tough', 'process', 'truly', 'believe', 'closed_time', 'different', 'team', 'recommend', 'nasb', 'home', 'loansespecially', 'complicate', 'loans', 'read']"
425,3,0.973800004,"process, time, read, loan, home, great, always, company, questions, nasb","['dallas_goodlet', 'entire', 'team', 'deserving', 'special', 'thank', 'professional', 'come', 'closed', 'loan', 'days', 'another', 'competitor', 'originally', 'called', 'saving', 'thousands', 'current', 'lender', 'real', 'pleasure', 'getting', 'work', 'institution', 'class', 'act', 'like', 'dallas', 'great_job']"
426,3,0.987800002,"process, time, read, loan, home, great, always, company, questions, nasb","['comments', 'begin', 'wife', 'point', 'signing', 'completion', 'leader', 'online', 'home', 'mortgage', 'service', 'satisfied', 'origination', 'cost', 'applied', 'lending_tree', 'competitive', 'bids', 'several', 'lender', 'matched', 'slightly', 'beat', 'nasb', 'none', 'convincing', 'closing', 'time', 'chose', 'nasb', 'dallas_goodlet', 'believability', 'closing', 'sales', 'loan', 'service', 'application', 'process', 'competitive', 'assuring', 'professional', 'timely', 'supportive', 'truthful', 'dallas_goodlet', 'brent', 'custer', 'whole', 'nasb_team', 'delivered', 'mortgage', 'time', 'price', 'promised', 'completely', 'satisfied', 'appreciative', 'staff', 'product', 'service', 'company', 'kudos', 'read']"
427,3,0.979600012,"process, time, read, loan, home, great, always, company, questions, nasb","['working', 'jon', 'amazing', 'experience', 'start', 'offered', 'answers', 'questions', 'since', 'first_home', 'purchase', 'jon', 'always', 'phone_call', 'away', 'ready', 'help', 'needed', 'made', 'stringent', 'home_buying', 'process', 'easy', 'possible', 'definitely_recommend', 'potential', 'buyers', 'work', 'jon', 'know', 'calling', 'ever', 'decide', 'buy', 'another', 'housethanks', 'jon', 'read']"
428,3,0.964600027,"process, time, read, loan, home, great, always, company, questions, nasb","['nasb', 'amazing', 'work', 'preapproval', 'process', 'easy', 'informational', 'chose', 'home', 'closed', 'within', 'days', 'agreement', 'date', 'thanks', 'nasb', 'making', 'first_home', 'purchase', 'amazing', 'experience']"
429,0,0.968299985,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'suggest', 'anyone', 'shopping', 'mortgage', 'loan', 'give', 'jon', 'call']"
430,0,0.967100024,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'passing', 'jons', 'name', 'along', 'anyone_looking', 'mortgage', 'loan']"
431,3,0.980099976,"process, time, read, loan, home, great, always, company, questions, nasb","['cant', 'express', 'incredibly', 'awesome', 'experience_working', 'bryant', 'small', 'nasb', 'military', 'family', 'purchased', 'refinanced', 'many', 'homes', 'far', 'best', 'experience', 'ever', 'bryant', 'makes', 'easy', 'took', 'time', 'discuss', 'best', 'options', 'ive', 'never', 'met', 'bryant', 'cant', 'mistake', 'authenticity', 'knew', 'instantly', 'nasb', 'going', 'read']"
432,2,0.93599999,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['best', 'loan_officer', 'could', 'hoped', 'jeff', 'exceeded_expectations', 'worked_hard', 'get', 'best_rate', 'possible', 'highly_recommended']"
433,2,0.980400026,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['adam', 'great_work', 'refi', 'attention', 'detail', 'made', 'smooth', 'easy', 'transaction', 'several', 'years', 'since', 'weve', 'gone', 'thru', 'home', 'loan', 'process', 'unsure', 'start', 'talking', 'adam', 'confident', 'one', 'help', 'refi', 'professional', 'helpful', 'knowledgeable', 'loan', 'process', 'answered', 'questions', 'timely_manner', 'highly_recommend', 'adam', 'hesitate', 'work', 'read']"
434,1,0.950399995,"process, loan, read, closing, made, team, experience, time, great, questions","['great', 'website', 'knowledgeable', 'responsive', 'always', 'got', 'back', 'quickly', 'answers', 'questions', 'mortgage', 'process', 'tedious', 'made', 'easy']"
435,0,0.969699979,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['received', 'offers', 'multiple', 'banks', 'lending_tree', 'request', 'mortgage', 'alex_madewell', 'nasb', 'far', 'best', 'offer', 'made', 'entire_process', 'easy', 'knowledgeable', 'closing', 'home', 'seamless', 'surprises', 'definitely_recommend', 'alex_madewell', 'nasb', 'anyone_looking', 'mortgage']"
436,0,0.946399987,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['rob', 'helpful', 'getting', 'loan', 'closed', 'issues', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']"
437,2,0.954299986,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['peter', 'team', 'great_work', 'professional', 'prompt', 'responses', 'answered', 'questions', 'somehow', 'got', 'closing', 'time', 'despite', 'various', 'roadblocks', 'encountered']"
438,1,0.975899994,"process, loan, read, closing, made, team, experience, time, great, questions","['adam', 'came', 'highly_recommended', 'first_time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked_hard', 'ensure', 'taken_care', 'aspects', 'beyond', 'necessary', 'effective', 'communication', 'skills', 'brought', 'personal', 'touch', 'closed', 'sending', 'hand', 'written', 'note', 'congratulations', 'recommend', 'everyone_know', 'buying_house', 'read']"
439,1,0.98150003,"process, loan, read, closing, made, team, experience, time, great, questions","['real', 'stand', 'guy', 'beginning', 'barrett', 'alievatied', 'uncertainties', 'faced', 'buying', 'first_home', 'guidance', 'expertise', 'certainly', 'first_time', 'homebuyer', 'hope', 'beginning_end', 'stood', 'walked', 'entire_process', 'even', 'wire', 'closing', 'barrett', 'stepped', 'saved', 'thousands', 'identifying', 'errounous', 'mistake', 'contract', 'buy', 'ill', 'call', 'jon', 'thank', 'jon_barrett', 'certainly', 'enjoyed', 'working', 'read']"
440,1,0.974600017,"process, loan, read, closing, made, team, experience, time, great, questions","['pleasure_working', 'barrett', 'nasb', 'couldnt', 'please', 'beginning', 'barrett', 'guided', 'journey', 'upmost', 'courtesy', 'respect', 'even', 'closing', 'barrett', 'came', 'rescue', 'helping', 'save', 'even', 'money', 'big', 'thanks', 'barrett', 'team', 'nasb', 'buy', 'know', 'ill', 'call']"
441,2,0.98360002,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['first_time', 'homebuyer', 'walking', 'blindly', 'bryant', 'became', 'guide', 'recall', 'telling', 'dont', 'speak', 'mortgage', 'problem', 'bryant', 'kind', 'understanding', 'genuinely', 'cared', 'throughout', 'entire_process', 'online', 'application', 'day', 'became', 'homeowners', 'prompt', 'always', 'gave', 'clear', 'explanations', 'happening', 'next', 'steps', 'path', 'best_interest', 'even', 'bumps', 'road', 'smooth', 'recommend', 'bryant', 'anyone', 'seeking', 'financial', 'wisdom', 'process', 'read']"
442,2,0.929499984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['got', 'best', 'deal', 'price', 'matched', 'even', 'better', 'fortunate', 'got', 'work']"
443,1,0.953199983,"process, loan, read, closing, made, team, experience, time, great, questions","['alex', 'persistent', 'diligent', 'thorough', 'easy', 'work', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', 'ill', 'absoltely', 'work']"
444,0,0.972599983,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['wife', 'purchased', 'several', 'homes', 'years', 'worked', 'number', 'different', 'mortgage', 'companies', 'experience', 'jeremy', 'brent', 'custer', 'far', 'best', 'ever', 'experienced', 'ever', 'market', 'definitely', 'back', 'recommend', 'nasb', 'anyone', 'know', 'looking', 'mortgage']"
445,3,0.934499979,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'customer_service', 'always_available', 'called', 'respectful', 'thanks', 'working', 'extra', 'hard', 'close', 'time']"
446,1,0.657500029,"process, loan, read, closing, made, team, experience, time, great, questions","['like', 'thank', 'brent', 'working', 'kept', 'encouraging', 'felt', 'get', 'turned', 'previous', 'lender', 'brent', 'team', 'everything', 'possible', 'meet', 'deadline', 'thanks', 'happy', 'home', 'owners']"
447,3,0.985599995,"process, time, read, loan, home, great, always, company, questions, nasb","['first', 'inquired', 'loan', 'brent', 'months', 'ago', 'told', 'wanted', 'put', 'hold', 'found', 'cost', 'buy', 'lease', 'months', 'contacted', 'morning', 'told', 'time', 'get', 'serious', 'responded', 'within', 'hour', 'rolling', 'weeks_later', 'found', 'home', 'wanted', 'make', 'offer', 'weeks_later', 'closed', 'home', 'time', 'always', 'knew', 'going', 'talked', 'daily', 'made', 'feel_comfortable', 'whole_process', 'always', 'felt_like', 'control', 'honestly', 'purchasing', 'home', 'much_easier', 'thought', 'recommend', 'anyone', 'read']"
448,1,0.979300022,"process, loan, read, closing, made, team, experience, time, great, questions","['ten', 'years', 'since', 'bought', 'house', 'little', 'nervous', 'could', 'afford', 'time', 'around', 'going', 'process', 'adam', 'couldnt', 'better', 'work', 'great', 'communicating', 'making', 'feel', 'ease', 'got', 'best_rate', 'dream', 'work', 'completely', 'took', 'anxiety', 'home_buying', 'regret', 'using', 'knowledgeable', 'tell', 'really', 'cares', 'read']"
449,2,0.961000025,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['fred', 'nice', 'always_available', 'address', 'concerns', 'seems', 'really', 'care', 'customers', 'going', 'refinance', 'never', 'pleasant', 'fred', 'best', 'make', 'painless_possible', 'thanks', 'fredbestkary']"
450,3,0.988900006,"process, time, read, loan, home, great, always, company, questions, nasb","['worked', 'kory', 'klossner', 'loan_officer', 'nasb', 'confirming', 'could', 'offer', 'much_lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pros', 'cons', 'different', 'loan', 'types', 'conventional', 'versus', 'loans', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payments', 'closing_costs', 'never', 'felt_like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'options', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstances', 'kory', 'went', 'beyond', 'make', 'feel_comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'stars', 'read']"
451,3,0.988900006,"process, time, read, loan, home, great, always, company, questions, nasb","['worked', 'kory', 'klossner', 'loan_officer', 'nasb', 'confirming', 'could', 'offer', 'much_lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pros', 'cons', 'different', 'loan', 'types', 'conventional', 'versus', 'loans', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payments', 'closing_costs', 'never', 'felt_like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'options', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstances', 'kory', 'went', 'beyond', 'make', 'feel_comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'stars', 'read']"
452,3,0.983200014,"process, time, read, loan, home, great, always, company, questions, nasb","['couldnt', 'pleased', 'aarons', 'customer_service', 'father', 'recommended', 'aaron', 'looking', 'buy', 'house', 'aaron', 'fought', 'get', 'best_rate', 'made_sure', 'everything_went', 'planned', 'wasnt', 'able', 'move', 'closing_date', 'keep', 'rate', 'interest_rate', 'aaron', 'told', 'worry', 'cover', 'cost', 'difference', 'thing', 'pay', 'extra', 'rush', 'appraiser', 'close', 'time', 'recommend', 'aaron', 'anyone_looking', 'buy', 'home', 'know', 'great_job', 'like', 'read']"
453,0,0.621500015,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['cant', 'begin', 'express', 'happiness', 'working', 'aaron', 'professional', 'knowledgeable', 'literally', 'ended', 'saving', 'thousands', 'dollars', 'loan', 'thought', 'good', 'rate', 'spoke', 'able', 'lower', 'almost', 'full', 'saved', 'hundreds', 'dollars', 'per', 'month', 'able', 'get', 'everything', 'approvedclosed', 'tight', 'timeline', 'less', 'weeks', 'highly_recommend', 'read']"
454,1,0.950800002,"process, loan, read, closing, made, team, experience, time, great, questions","['responsive', 'worked_hard', 'get', 'approved', 'mortgage', 'experience', 'stressful', 'jon', 'really', 'made', 'feel_like', 'someone', 'side', 'thanks', 'everything']"
455,1,0.9023,"process, loan, read, closing, made, team, experience, time, great, questions","['joey', 'helpful', 'appreciated', 'friendly', 'manner', 'timely', 'responses']"
456,2,0.933099985,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['loan_officer', 'joey', 'hartegan', 'friendly', 'helpful', 'wife', 'pleased', 'chose', 'nasb', 'refinance', 'home']"
457,3,0.985700011,"process, time, read, loan, home, great, always, company, questions, nasb","['family', 'shopped', 'around', 'home', 'mortgages', 'currently', 'reside', 'new', 'jersey', 'every', 'mortgage_company', 'wanted', 'nearly', 'close', 'found', 'north_american', 'savings', 'online', 'steve', 'person', 'assigned', 'work', 'wonderful', 'say', 'least', 'steve', 'always', 'answer', 'calls', 'emails', 'promptly', 'addition', 'office', 'steve', 'always', 'made_sure', 'colleague', 'assisted', 'honestly', 'cannot', 'say_enough', 'nasb', 'ultimately', 'able', 'get', 'much_lower', 'interest_rate', 'monthly', 'payment', 'home', 'highly_recommend', 'steve', 'anyone', 'read']"
458,0,0.680499971,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['excellent', 'work', 'straight', 'shooter', 'honorable', 'fellow', 'veteran', 'ensured', 'understood', 'happening', 'expect', 'long', 'take', 'cant', 'recommend', 'anyone', 'lending', 'needs', 'working', 'loan', 'need', 'loan_officer', 'knows', 'great', 'personally', 'ensure', 'closing', 'time', 'even', 'extremely', 'slow', 'appraiser', 'meet', 'deadlines', 'causing', 'delays', 'still', 'closed_time', 'thanks', 'professionalism', 'dedication', 'keep', 'word', 'team', 'great_work', 'well', 'read']"
459,1,0.975700021,"process, loan, read, closing, made, team, experience, time, great, questions","['smooth', 'loan', 'closing', 'time', 'nasb', 'extremely', 'easy', 'work', 'veteran', 'want', 'lender', 'understands', 'easily', 'funds', 'loans', 'nasb', 'meets', 'requirement', 'five', 'stars', 'lenders', 'worked', 'past', 'meet', 'nasbs', 'service', 'especially', 'closing', 'time', 'experience', 'recommend', 'highly']"
460,3,0.844799995,"process, time, read, loan, home, great, always, company, questions, nasb","['outstanding', 'service', 'always', 'timely']"
461,3,0.944199979,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'went', 'beyond', 'make_sure', 'everything', 'went_smoothly', 'including', 'making', 'calls', 'vacation', 'fred', 'works', 'hard', 'make', 'dreams', 'come', 'true']"
462,2,0.913600028,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['fast', 'helpful', 'best', 'service', 'possible', 'heartily', 'recommend', 'everyone']"
463,2,0.972199976,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['aaron', 'everything', 'humanly', 'possible', 'get', 'best_rate', 'terms', 'possibly', 'couldhe', 'listened', 'responded', 'needs', 'concern', 'care', 'expertisei', 'could', 'never', 'anyone', 'could', 'helped', 'caring', 'knowledgable', 'patient', 'responsive', 'individualmany', 'thanks', 'spring']"
464,3,0.746200025,"process, time, read, loan, home, great, always, company, questions, nasb","['aaron', 'extremely', 'help', 'friendly', 'kept', 'everything', 'always', 'front', 'everything', 'veteran', 'made', 'extra_mile', 'always_available', 'talk', 'answer', 'questions', 'first_time', 'buying', 'home', 'made', 'painless_possible', 'wife', 'nothing', 'great', 'things', 'cannot', 'thank', 'enough', 'helping', 'process', 'read']"
465,3,0.885999978,"process, time, read, loan, home, great, always, company, questions, nasb","['loan_officer', 'team', 'amazing', 'helped', 'every_step', 'way']"
466,2,0.971599996,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['alex', 'extremely', 'helpful', 'always_available', 'questions', 'concerns', 'kept', 'constant', 'contact', 'told', 'exactly', 'going', 'happening', 'issues', 'came', 'addressed', 'quickly', 'wouldnt', 'wait', 'longer', 'closing', 'always', 'trying', 'extra', 'step', 'make_sure', 'taken_care']"
467,3,0.801400006,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'service', 'easy']"
468,2,0.886399984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['pleasure_working', 'alex', 'couldnt', 'ask', 'better', 'lender']"
469,1,0.869400024,"process, loan, read, closing, made, team, experience, time, great, questions","['good', 'guy', 'work', 'responsive', 'surprises']"
470,1,0.901600003,"process, loan, read, closing, made, team, experience, time, great, questions","['extremely', 'smooth', 'process', 'surprises', 'better', 'expected', 'interest_rate']"
471,3,0.94599998,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'great', 'worked', 'around', 'schedule', 'always', 'responsive', 'always', 'knew', 'exactly', 'process', 'helped', 'work', 'next']"
472,0,0.944700003,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['worked', 'person', 'name', 'andrew', 'leehy', 'hard', 'working', 'honest', 'person', 'customers', 'interest', 'commission', 'heart']"
473,3,0.962499976,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'awesome', 'work', 'knowledgeable', 'field', 'quick_respond', 'calls', 'emails', 'made_sure', 'loan', 'stayed', 'track', 'closed_time', 'days', 'day', 'put', 'contract', 'house', 'highly_recommend', 'fred']"
474,3,0.934700012,"process, time, read, loan, home, great, always, company, questions, nasb","['fine', 'traditional', 'values', 'great', 'people', 'real', 'walks', 'talk', 'real', 'pleasure', 'business']"
475,2,0.755999982,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['joey', 'knowledgeable', 'accessible', 'maintained', 'positive', 'attitude', 'throughout', 'complex', 'refinancing', 'process', 'true', 'partner', 'functionary', 'paperworki', 'trusted', 'judgment', 'never', 'failed', 'also', 'great', 'sense', 'humor']"
476,2,0.971000016,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['hesitant', 'nonlocal', 'mortgage_company', 'loan_officer', 'jeremy', 'involved', 'process', 'local', 'loan', 'company', 'ive', 'used', 'previously', 'customer_service', 'knowledge', 'exceeded_expectations', 'dont', 'usually', 'recommend', 'people', 'consider', 'jeremy', 'trusted', 'friend', 'mortgage', 'business']"
